file,text_id,strategy,error,parse_success,voice_total,accuracy_total,accessibility_score,overall_summary,raw_output
Results/Voice_Metrics/dataset_with_voice_metrics.csv,239,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,239,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,239,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,239,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,240,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,240,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,240,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,240,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,241,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,241,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,241,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,241,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,242,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,242,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,242,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,242,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,243,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,243,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,243,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,243,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,244,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,244,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,244,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,244,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,245,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,245,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,245,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,245,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,246,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,246,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,246,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,246,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,247,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,247,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,247,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,247,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,248,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,248,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,248,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,248,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,249,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,249,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,249,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,249,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,250,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,250,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,250,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,250,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,251,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,251,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,251,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,251,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,252,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,252,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,252,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,252,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,253,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,253,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,253,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,253,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,254,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,254,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,254,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,254,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,255,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,255,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,255,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,255,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,256,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,256,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,256,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,256,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,257,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,257,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,257,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,257,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,258,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,258,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,258,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,258,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,259,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,259,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,259,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,259,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,260,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,260,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,260,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,260,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,261,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,261,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,261,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,261,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,262,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,262,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,262,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,262,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,263,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,263,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,263,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,263,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,264,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,264,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,264,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,264,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,265,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,265,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,265,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,265,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,266,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,266,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,266,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,266,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,267,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,267,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,267,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,267,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,268,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,268,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,268,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,268,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,269,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,269,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,269,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,269,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,270,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,270,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,270,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,270,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,271,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,271,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,271,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,271,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,272,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,272,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,272,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,272,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,273,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,273,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,273,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,273,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,274,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,274,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,274,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,274,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,275,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,275,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,275,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,275,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,276,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,276,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,276,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,276,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,277,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,277,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,277,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,277,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,278,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,278,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,278,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,278,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,279,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,279,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,279,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,279,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,280,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,280,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,280,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,280,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,281,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,281,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,281,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,281,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,282,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,282,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,282,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,282,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,283,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,283,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,283,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,283,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,284,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,284,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,284,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,284,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,285,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,285,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,285,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,285,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,286,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,286,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,286,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,286,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,287,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,287,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,287,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,287,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,288,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,288,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,288,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,288,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,289,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,289,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,289,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,289,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,290,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,290,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,290,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,290,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,291,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,291,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,291,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,291,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,292,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,292,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,292,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,292,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,293,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,293,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,293,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,293,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,294,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,294,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,294,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,294,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,295,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,295,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,295,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,295,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,296,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,296,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,296,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,296,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,297,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,297,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,297,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,297,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,298,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,298,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,298,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,298,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,299,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,299,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,299,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,299,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,300,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,300,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,300,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,300,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,301,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,301,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,301,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,301,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,302,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,302,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,302,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,302,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,303,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,303,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,303,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,303,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,304,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,304,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,304,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,304,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,305,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,305,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,305,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,305,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,306,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,306,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,306,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,306,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,307,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,307,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,307,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,307,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,308,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,308,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,308,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,308,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,309,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,309,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,309,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,309,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,310,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,310,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,310,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,310,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,311,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,311,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,311,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,311,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,312,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,312,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,312,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,312,persona3,Connection error.,False,,,,,
